code,name,description,language,category,category-name,category-description
16063,Narcotics control,"In-country and customs controls including training of the police; educational
                programmes and awareness campaigns to restrict narcotics traffic and in-country
                distribution.",en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
16064,Social mitigation of HIV/AIDS,"Special programmes to address the consequences of HIV/AIDS, e.g. social, legal
                and economic assistance to people living with HIV/AIDS including food security and
                employment; support to vulnerable groups and children orphaned by HIV/AIDS; human rights
                of HIV/AIDS affected people.",en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
21010,Transport policy and administrative management,"Transport sector policy, planning and programmes; aid to transport ministries;
                institution capacity building and advice; unspecified transport; activities that combine
                road, rail, water and/or air transport.",en,210,TRANSPORT AND STORAGE,"Transport sector policy, planning and programmes; aid to transport ministries; institution capacity building and advice; unspecified transport; activities that combine road, rail, water and/or air transport."
21020,Road transport,"Road infrastructure, road vehicles; passenger road transport, motor passenger
                cars.",en,210,TRANSPORT AND STORAGE,"Transport sector policy, planning and programmes; aid to transport ministries; institution capacity building and advice; unspecified transport; activities that combine road, rail, water and/or air transport."
21030,Rail transport,"Rail infrastructure, rail equipment, locomotives, other rolling stock;
                including light rail (tram) and underground systems.",en,210,TRANSPORT AND STORAGE,"Transport sector policy, planning and programmes; aid to transport ministries; institution capacity building and advice; unspecified transport; activities that combine road, rail, water and/or air transport."
21040,Water transport,"Harbours and docks, harbour guidance systems, ships and boats; river and other
                inland water transport, inland barges and vessels.",en,210,TRANSPORT AND STORAGE,"Transport sector policy, planning and programmes; aid to transport ministries; institution capacity building and advice; unspecified transport; activities that combine road, rail, water and/or air transport."
21050,Air transport,"Airports, airport guidance systems, aeroplanes, aeroplane maintenance
                equipment.",en,210,TRANSPORT AND STORAGE,"Transport sector policy, planning and programmes; aid to transport ministries; institution capacity building and advice; unspecified transport; activities that combine road, rail, water and/or air transport."
21061,Storage,Whether or not related to transportation.,en,210,TRANSPORT AND STORAGE,"Transport sector policy, planning and programmes; aid to transport ministries; institution capacity building and advice; unspecified transport; activities that combine road, rail, water and/or air transport."
21081,Education and training in transport and storage,,en,210,TRANSPORT AND STORAGE,"Transport sector policy, planning and programmes; aid to transport ministries; institution capacity building and advice; unspecified transport; activities that combine road, rail, water and/or air transport."
22010,Communications policy and administrative management,"Communications sector policy, planning and programmes; institution capacity
                building and advice; including postal services development; unspecified communications
                activities.",en,220,COMMUNICATION,"Communications sector policy, planning and programmes; institution capacity building and advice; including postal services development; unspecified communications activities."
22020,Telecommunications,"Telephone networks, telecommunication satellites, earth stations.",en,220,COMMUNICATION,"Communications sector policy, planning and programmes; institution capacity building and advice; including postal services development; unspecified communications activities."
22030,Radio/television/print media,"Radio and TV links, equipment; newspapers; printing and
                publishing.",en,220,COMMUNICATION,"Communications sector policy, planning and programmes; institution capacity building and advice; including postal services development; unspecified communications activities."
22040,Information and communication technology (ICT),"Computer hardware and software; internet access; IT training. When sector
                cannot be specified.",en,220,COMMUNICATION,"Communications sector policy, planning and programmes; institution capacity building and advice; including postal services development; unspecified communications activities."
23010,Energy policy and administrative management,"Energy sector policy, planning and programmes; aid to energy ministries;
                institution capacity building and advice; unspecified energy activities including energy
                conservation.",en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23020,Power generation/non-renewable sources,"Thermal power plants including when heat source cannot be determined; combined
                gas-coal power plants.",en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23030,Power generation/renewable sources,"Including policy, planning, development programmes, surveys and incentives.
                Fuelwood/ charcoal production should be included under forestry (31261).",en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23040,Electrical transmission/ distribution,Distribution from power source to end user; transmission lines.,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23050,Gas distribution,Delivery for use by ultimate consumer.,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23061,Oil-fired power plants,Including diesel power plants.,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23062,Gas-fired power plants,,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23063,Coal-fired power plants,,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23064,Nuclear power plants,Including nuclear safety.,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23065,Hydro-electric power plants,Including power-generating river barges.,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23066,Geothermal energy,,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23067,Solar energy,"Including photo-voltaic cells, solar thermal applications and solar
                heating.",en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23068,Wind power,Wind energy for water lifting and electric power generation.,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23069,Ocean power,"Including ocean thermal energy conversion, tidal and wave power.",en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23070,Biomass,"Densification technologies and use of biomass for direct power generation
                including biogas, gas obtained from sugar cane and other plant residues, anaerobic
                digesters.",en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23081,Energy education/training,Applies to all energy sub-sectors; all levels of training.,en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
23082,Energy research,"Including general inventories, surveys.",en,230,ENERGY GENERATION AND SUPPLY,"Energy sector policy, planning and programmes; aid to energy ministries; institution capacity building and advice; unspecified energy activities including energy conservation."
24010,Financial policy and administrative management,"Finance sector policy, planning and programmes; institution capacity building
                and advice; financial markets and systems.",en,240,BANKING AND FINANCIAL SERVICES,"Finance sector policy, planning and programmes; institution capacity building and advice; financial markets and systems."
24020,Monetary institutions,Central banks.,en,240,BANKING AND FINANCIAL SERVICES,"Finance sector policy, planning and programmes; institution capacity building and advice; financial markets and systems."
24030,Formal sector financial intermediaries,"All formal sector financial intermediaries; credit lines; insurance, leasing,
                venture capital, etc. (except when focused on only one sector).",en,240,BANKING AND FINANCIAL SERVICES,"Finance sector policy, planning and programmes; institution capacity building and advice; financial markets and systems."
24040,Informal/semi-formal financial intermediaries,"Micro credit, savings and credit co-operatives etc.",en,240,BANKING AND FINANCIAL SERVICES,"Finance sector policy, planning and programmes; institution capacity building and advice; financial markets and systems."
24081,Education/training in banking and financial services,,en,240,BANKING AND FINANCIAL SERVICES,"Finance sector policy, planning and programmes; institution capacity building and advice; financial markets and systems."
25010,Business support services and institutions,"Support to trade and business associations, chambers of commerce; legal and regulatory reform aimed at improving business and investment climate; private sector institution capacity building and advice; trade information; public-private sector networking including trade fairs; e‑commerce.  Where sector cannot be specified: general support to private sector enterprises (in particular, use code 32130 for enterprises in the industrial sector).",en,250,BUSINESS AND OTHER SERVICES,"Support to trade and business associations, chambers of commerce; legal and regulatory reform aimed at improving business and investment climate; private sector institution capacity building and advice; trade information; public-private sector networking including trade fairs; e?commerce. Where sector cannot be specified: general support to private sector enterprises (in particular, use code 32130 for enterprises in the industrial sector)."
25020,Privatisation,"When sector cannot be specified. Including general state enterprise
                restructuring or demonopolisation programmes; planning, programming,
                advice.",en,250,BUSINESS AND OTHER SERVICES,"Support to trade and business associations, chambers of commerce; legal and regulatory reform aimed at improving business and investment climate; private sector institution capacity building and advice; trade information; public-private sector networking including trade fairs; e?commerce. Where sector cannot be specified: general support to private sector enterprises (in particular, use code 32130 for enterprises in the industrial sector)."
31110,Agricultural policy and administrative management,"Agricultural sector policy, planning and programmes; aid to agricultural
                ministries; institution capacity building and advice; unspecified
                agriculture.",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31120,Agricultural development,Integrated projects; farm development.,en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31130,Agricultural land resources,"Including soil degradation control; soil improvement; drainage of water logged
                areas; soil desalination; agricultural land surveys; land reclamation; erosion control,
                desertification control.",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31140,Agricultural water resources,"Irrigation, reservoirs, hydraulic structures, ground water exploitation for
                agricultural use.",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31150,Agricultural inputs,"Supply of seeds, fertilizers, agricultural machinery/equipment.",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31161,Food crop production,"Including grains (wheat, rice, barley, maize, rye, oats, millet, sorghum);
                horticulture; vegetables; fruit and berries; other annual and perennial crops. [Use code
                32161 for agro-industries.]",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31162,Industrial crops/export crops,"Including sugar; coffee, cocoa, tea; oil seeds, nuts, kernels; fibre crops;
                tobacco; rubber. [Use code 32161 for agro-industries.]",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31163,Livestock,Animal husbandry; animal feed aid.,en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31164,Agrarian reform,Including agricultural sector adjustment.,en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31165,Agricultural alternative development,"Projects to reduce illicit drug cultivation through other agricultural
                marketing and production opportunities (see code 43050 for non-agricultural alternative
                development).",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31166,Agricultural extension,Non-formal training in agriculture.,en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31181,Agricultural education/training,,en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31182,Agricultural research,"Plant breeding, physiology, genetic resources, ecology, taxonomy, disease
                control, agricultural bio-technology; including livestock research (animal health,
                breeding and genetics, nutrition, physiology).",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31191,Agricultural services,"Marketing policies & organisation; storage and transportation, creation of strategic reserves.",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31192,Plant and post-harvest protection and pest control,"Including integrated plant protection, biological plant protection activities,
                supply and management of agrochemicals, supply of pesticides, plant protection policy
                and legislation.",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31193,Agricultural financial services,"Financial intermediaries for the agricultural sector including credit schemes;
                crop insurance.",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31194,Agricultural co-operatives,Including farmers’ organisations.,en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31195,Livestock/veterinary services,"Animal health and management, genetic resources, feed resources.",en,311,AGRICULTURE,"Agricultural sector policy, planning and programmes; aid to agricultural ministries; institution capacity building and advice; unspecified agriculture."
31210,Forestry policy and administrative management,"Forestry sector policy, planning and programmes; institution capacity building
                and advice; forest surveys; unspecified forestry and agro-forestry
                activities.",en,312,FORESTRY,"Forestry sector policy, planning and programmes; institution capacity building and advice; forest surveys; unspecified forestry and agro-forestry activities."
31220,Forestry development,"Afforestation for industrial and rural consumption; exploitation and
                utilisation; erosion control, desertification control; integrated forestry
                projects.",en,312,FORESTRY,"Forestry sector policy, planning and programmes; institution capacity building and advice; forest surveys; unspecified forestry and agro-forestry activities."
31261,Fuelwood/charcoal,"Forestry development whose primary purpose is production of fuelwood and
                charcoal.",en,312,FORESTRY,"Forestry sector policy, planning and programmes; institution capacity building and advice; forest surveys; unspecified forestry and agro-forestry activities."
31281,Forestry education/training,,en,312,FORESTRY,"Forestry sector policy, planning and programmes; institution capacity building and advice; forest surveys; unspecified forestry and agro-forestry activities."
31282,Forestry research,"Including artificial regeneration, genetic improvement, production methods,
                fertilizer, harvesting.",en,312,FORESTRY,"Forestry sector policy, planning and programmes; institution capacity building and advice; forest surveys; unspecified forestry and agro-forestry activities."
31291,Forestry services,,en,312,FORESTRY,"Forestry sector policy, planning and programmes; institution capacity building and advice; forest surveys; unspecified forestry and agro-forestry activities."
31310,Fishing policy and administrative management,"Fishing sector policy, planning and programmes; institution capacity building
                and advice; ocean and coastal fishing; marine and freshwater fish surveys and
                prospecting; fishing boats/equipment; unspecified fishing activities.",en,313,FISHING,"Fishing sector policy, planning and programmes; institution capacity building and advice; ocean and coastal fishing; marine and freshwater fish surveys and prospecting; fishing boats/equipment; unspecified fishing activities."
31320,Fishery development,"Exploitation and utilisation of fisheries; fish stock protection; aquaculture;
                integrated fishery projects.",en,313,FISHING,"Fishing sector policy, planning and programmes; institution capacity building and advice; ocean and coastal fishing; marine and freshwater fish surveys and prospecting; fishing boats/equipment; unspecified fishing activities."
31381,Fishery education/training,,en,313,FISHING,"Fishing sector policy, planning and programmes; institution capacity building and advice; ocean and coastal fishing; marine and freshwater fish surveys and prospecting; fishing boats/equipment; unspecified fishing activities."
31382,Fishery research,Pilot fish culture; marine/freshwater biological research.,en,313,FISHING,"Fishing sector policy, planning and programmes; institution capacity building and advice; ocean and coastal fishing; marine and freshwater fish surveys and prospecting; fishing boats/equipment; unspecified fishing activities."
31391,Fishery services,"Fishing harbours; fish markets; fishery transport and cold
                storage.",en,313,FISHING,"Fishing sector policy, planning and programmes; institution capacity building and advice; ocean and coastal fishing; marine and freshwater fish surveys and prospecting; fishing boats/equipment; unspecified fishing activities."
32110,Industrial policy and administrative management,"Industrial sector policy, planning and programmes; institution capacity
                building and advice; unspecified industrial activities; manufacturing of goods not
                specified below.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32120,Industrial development,,en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32130,Small and medium-sized enterprises (SME) development,"Direct support to the development of small and medium-sized enterprises in the
                industrial sector, including accounting, auditing and advisory services.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32140,Cottage industries and handicraft,,en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32161,Agro-industries,"Staple food processing, dairy products, slaughter houses and equipment, meat
                and fish processing and preserving, oils/fats, sugar refineries, beverages/tobacco,
                animal feeds production.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32162,Forest industries,"Wood production, pulp/paper production.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32163,"Textiles, leather and substitutes",Including knitting factories.,en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32164,Chemicals,"Industrial and non-industrial production facilities; includes pesticides
                production.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32165,Fertilizer plants,,en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32166,Cement/lime/plaster,,en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32167,Energy manufacturing,Including gas liquefaction; petroleum refineries.,en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32168,Pharmaceutical production,"Medical equipment/supplies; drugs, medicines, vaccines; hygienic
                products.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32169,Basic metal industries,"Iron and steel, structural metal production.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32170,Non-ferrous metal industries,,en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32171,Engineering,"Manufacturing of electrical and non-electrical machinery,
                engines/turbines.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32172,Transport equipment industry,"Shipbuilding, fishing boats building; railroad equipment; motor vehicles and
                motor passenger cars; aircraft; navigation/guidance systems.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32182,Technological research and development,"Including industrial standards; quality management; metrology; testing;
                accreditation; certification.",en,321,INDUSTRY,"Industrial sector policy, planning and programmes; institution capacity building and advice; unspecified industrial activities; manufacturing of goods not specified below."
32210,Mineral/mining policy and administrative management,"Mineral and mining sector policy, planning and programmes; mining legislation,
                mining cadastre, mineral resources inventory, information systems, institution capacity
                building and advice; unspecified mineral resources exploitation.",en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32220,Mineral prospection and exploration,"Geology, geophysics, geochemistry; excluding hydrogeology (14010) and
                environmental geology (41010), mineral extraction and processing, infrastructure,
                technology, economics, safety and environment management.",en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32261,Coal,Including lignite and peat.,en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32262,Oil and gas,"Petroleum, natural gas, condensates, liquefied petroleum gas (LPG), liquefied
                natural gas (LNG); including drilling and production.",en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32263,Ferrous metals,Iron and ferro-alloy metals.,en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32264,Nonferrous metals,"Aluminium, copper, lead, nickel, tin, zinc.",en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32265,Precious metals/materials,"Gold, silver, platinum, diamonds, gemstones.",en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32266,Industrial minerals,"Baryte, limestone, feldspar, kaolin, sand, gypsym, gravel, ornamental
                stones.",en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32267,Fertilizer minerals,"Phosphates, potash.",en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32268,Offshore minerals,"Polymetallic nodules, phosphorites, marine placer deposits.",en,322,MINERAL RESOURCES AND MINING,"Mineral and mining sector policy, planning and programmes; mining legislation, mining cadastre, mineral resources inventory, information systems, institution capacity building and advice; unspecified mineral resources exploitation."
32310,Construction policy and administrative management,"Construction sector policy and planning; excluding construction activities
                within specific sectors (e.g., hospital or school construction).",en,323,CONSTRUCTION,"Construction sector policy and planning; excluding construction activities within specific sectors (e.g., hospital or school construction)."
33110,Trade policy and administrative management,"Trade policy and planning; support to ministries and departments responsible
                for trade policy; trade-related legislation and regulatory reforms; policy analysis and
                implementation of multilateral trade agreements e.g. technical barriers to trade and
                sanitary and phytosanitary measures (TBT/SPS) except at regional level (see 33130);
                mainstreaming trade in national development strategies (e.g. poverty reduction strategy
                papers); wholesale/retail trade; unspecified trade and trade promotion
                activities.",en,331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,Trade policy and planning; support to ministries and departments responsible for trade policy; trade-related legislation and regulatory reforms; policy analysis and implementation of multilateral trade agreements e.g. technical barriers to trade and sanitary and phytosanitary measures (TBT/SPS) except at regional level (see 33130); mainstreaming trade in national development strategies (e.g. poverty reduction strategy papers); wholesale/retail trade; unspecified trade and trade promotion activities.
33120,Trade facilitation,"Simplification and harmonisation of international import and export procedures
                (e.g. customs valuation, licensing procedures, transport formalities, payments,
                insurance); support to customs departments; tariff reforms.",en,331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,Trade policy and planning; support to ministries and departments responsible for trade policy; trade-related legislation and regulatory reforms; policy analysis and implementation of multilateral trade agreements e.g. technical barriers to trade and sanitary and phytosanitary measures (TBT/SPS) except at regional level (see 33130); mainstreaming trade in national development strategies (e.g. poverty reduction strategy papers); wholesale/retail trade; unspecified trade and trade promotion activities.
33130,Regional trade agreements (RTAs),"Support to regional trade arrangements [e.g. Southern African Development
                Community (SADC), Association of Southeast Asian Nations (ASEAN), Free Trade Area of the
                Americas (FTAA), African Caribbean Pacific/European Union (ACP/EU)], including work on
                technical barriers to trade and sanitary and phytosanitary measures (TBT/SPS) at
                regional level; elaboration of rules of origin and introduction of special and
                differential treatment in RTAs.",en,331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,Trade policy and planning; support to ministries and departments responsible for trade policy; trade-related legislation and regulatory reforms; policy analysis and implementation of multilateral trade agreements e.g. technical barriers to trade and sanitary and phytosanitary measures (TBT/SPS) except at regional level (see 33130); mainstreaming trade in national development strategies (e.g. poverty reduction strategy papers); wholesale/retail trade; unspecified trade and trade promotion activities.
33140,Multilateral trade negotiations,"Support developing countries' effective participation in multilateral trade
                negotiations, including training of negotiators, assessing impacts of negotiations;
                accession to the World Trade Organisation (WTO) and other multilateral trade-related
                organisations.",en,331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,Trade policy and planning; support to ministries and departments responsible for trade policy; trade-related legislation and regulatory reforms; policy analysis and implementation of multilateral trade agreements e.g. technical barriers to trade and sanitary and phytosanitary measures (TBT/SPS) except at regional level (see 33130); mainstreaming trade in national development strategies (e.g. poverty reduction strategy papers); wholesale/retail trade; unspecified trade and trade promotion activities.
33150,Trade-related adjustment,Contributions to the government budget to assist the implementation of recipients' own trade reforms and adjustments to trade policy measures by other countries; assistance to manage shortfalls in the balance of payments due to changes in the world trading environment.,en,331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,Trade policy and planning; support to ministries and departments responsible for trade policy; trade-related legislation and regulatory reforms; policy analysis and implementation of multilateral trade agreements e.g. technical barriers to trade and sanitary and phytosanitary measures (TBT/SPS) except at regional level (see 33130); mainstreaming trade in national development strategies (e.g. poverty reduction strategy papers); wholesale/retail trade; unspecified trade and trade promotion activities.
33181,Trade education/training,"Human resources development in trade not included under any of the above codes.
                Includes university programmes in trade.",en,331,TRADE POLICY AND REGULATIONS AND TRADE-RELATED ADJUSTMENT,Trade policy and planning; support to ministries and departments responsible for trade policy; trade-related legislation and regulatory reforms; policy analysis and implementation of multilateral trade agreements e.g. technical barriers to trade and sanitary and phytosanitary measures (TBT/SPS) except at regional level (see 33130); mainstreaming trade in national development strategies (e.g. poverty reduction strategy papers); wholesale/retail trade; unspecified trade and trade promotion activities.
33210,Tourism policy and administrative management,,en,332,TOURISM,
41010,Environmental policy and administrative management,"Environmental policy, laws, regulations and economic instruments;
                administrational institutions and practices; environmental and land use planning and
                decision-making procedures; seminars, meetings; miscellaneous conservation and
                protection measures not specified below.",en,410,General environmental protection,"Environmental policy, laws, regulations and economic instruments; administrational institutions and practices; environmental and land use planning and decision-making procedures; seminars, meetings; miscellaneous conservation and protection measures not specified below."
41020,Biosphere protection,"Air pollution control, ozone layer preservation; marine pollution
                control.",en,410,General environmental protection,"Environmental policy, laws, regulations and economic instruments; administrational institutions and practices; environmental and land use planning and decision-making procedures; seminars, meetings; miscellaneous conservation and protection measures not specified below."
41030,Bio-diversity,"Including natural reserves and actions in the surrounding areas; other measures
                to protect endangered or vulnerable species and their habitats (e.g. wetlands
                preservation).",en,410,General environmental protection,"Environmental policy, laws, regulations and economic instruments; administrational institutions and practices; environmental and land use planning and decision-making procedures; seminars, meetings; miscellaneous conservation and protection measures not specified below."
41040,Site preservation,"Applies to unique cultural landscape; including sites/objects of historical,
                archeological, aesthetic, scientific or educational value.",en,410,General environmental protection,"Environmental policy, laws, regulations and economic instruments; administrational institutions and practices; environmental and land use planning and decision-making procedures; seminars, meetings; miscellaneous conservation and protection measures not specified below."
41050,Flood prevention/control,"Floods from rivers or the sea; including sea water intrusion control and sea
                level rise related activities.",en,410,General environmental protection,"Environmental policy, laws, regulations and economic instruments; administrational institutions and practices; environmental and land use planning and decision-making procedures; seminars, meetings; miscellaneous conservation and protection measures not specified below."
41081,Environmental education/ training,,en,410,General environmental protection,"Environmental policy, laws, regulations and economic instruments; administrational institutions and practices; environmental and land use planning and decision-making procedures; seminars, meetings; miscellaneous conservation and protection measures not specified below."
41082,Environmental research,"Including establishment of databases, inventories/accounts of physical and
                natural resources; environmental profiles and impact studies if not sector
                specific.",en,410,General environmental protection,"Environmental policy, laws, regulations and economic instruments; administrational institutions and practices; environmental and land use planning and decision-making procedures; seminars, meetings; miscellaneous conservation and protection measures not specified below."
43010,Multisector aid,,en,430,Other multisector,
